id,reputation,comment_count,age
87197,23,1,1
56192,121,1,2
109051,13,1,0
56223,101,1,2
56229,3,1,2
109024,101,1,0
87179,35,1,1
56256,101,1,2
56257,11,1,2
56265,113,1,2
56269,1,1,2
56322,111,1,2
56342,33,1,2
56346,101,1,2
56350,1,1,2
87164,141,1,1
87159,101,1,1
108950,101,1,0
87156,111,1,1
87155,23,1,1
56394,1,1,2
87148,101,1,1
87143,101,1,1
87131,153,1,1
87127,23,1,1
56443,13,1,2
56457,1,1,2
56469,211,1,2
56491,101,1,2
87124,13,1,1
56502,101,1,2
87122,33,1,1
56515,9,1,2
56522,161,1,2
56536,76,1,2
56544,121,1,2
108911,13,1,0
87113,121,1,1
56595,103,1,2
56599,113,1,2
7750,31,1,6
56641,19,1,2
56645,41,1,2
56655,273,1,2
56677,1,1,2
87074,1,1,1
108893,101,1,0
56703,190,1,2
87067,11,1,1
56723,101,1,2
56734,11,1,2
87046,21,1,1
7764,101,1,6
56825,21,1,2
56844,101,1,2
56846,13,1,2
87015,1,1,1
56855,53,1,2
86998,1,1,1
56883,143,1,2
7784,101,1,6
56915,101,1,2
86976,9,1,1
56927,51,1,2
56930,41,1,2
86962,1,1,1
86934,131,1,1
56947,25,1,2
86915,101,1,1
56960,311,1,2
86912,11,1,1
86908,101,1,1
57002,101,1,2
86867,21,1,1
57025,121,1,2
57028,235,1,2
57031,121,1,2
57046,9,1,2
57048,11,1,2
57055,31,1,2
86858,11,1,1
57083,1,1,2
86852,101,1,1
57094,1,1,2
57098,41,1,2
57108,163,1,2
57123,13,1,2
57124,101,1,2
86832,1,1,1
86818,31,1,1
57144,101,1,2
57146,101,1,2
57150,101,1,2
57153,101,1,2
57164,23,1,2
57167,111,1,2
57217,1,1,2
57231,11,1,2
86783,1,1,1
86775,31,1,1
57241,21,1,2
57244,1,1,2
57250,96,1,2
57295,11,1,2
57298,123,1,2
86772,13,1,1
108890,3,1,0
57378,11,1,2
86770,23,1,1
57387,11,1,2
57391,101,1,2
57398,11,1,2
57413,1,1,2
57427,101,1,2
86729,1,1,1
86718,9,1,1
86717,101,1,1
108884,3,1,0
57475,101,1,2
57476,123,1,2
57483,53,1,2
108877,101,1,0
57492,101,1,2
86694,1,1,1
108868,11,1,0
57509,101,1,2
86673,1,1,1
57544,105,1,2
7887,143,1,6
57546,1,1,2
86670,101,1,1
57559,143,1,2
86643,3,1,1
108835,1,1,0
86618,1,1,1
86609,23,1,1
57599,101,1,2
211,101,1,6
112106,11,1,0
57636,123,1,2
108823,13,1,0
7944,121,1,6
57689,51,1,2
86596,19,1,1
57704,11,1,2
57710,101,1,2
7950,136,1,6
57722,11,1,2
86591,11,1,1
86588,36,1,1
86585,111,1,1
57752,111,1,2
7961,153,1,6
86571,127,1,1
108814,101,1,0
57819,196,1,2
57823,111,1,2
108794,101,1,0
86559,53,1,1
86521,23,1,1
57870,101,1,2
57881,101,1,2
57889,153,1,2
57890,21,1,2
57901,1,1,2
57914,23,1,2
108780,1,1,0
57935,1,1,2
86518,151,1,1
57963,13,1,2
57966,1,1,2
57975,63,1,2
57984,51,1,2
57987,101,1,2
57998,109,1,2
58000,31,1,2
7983,101,1,6
58010,21,1,2
58024,111,1,2
58025,111,1,2
58026,3,1,2
58033,11,1,2
86471,101,1,1
58040,123,1,2
58042,101,1,2
58050,101,1,2
58061,11,1,2
86448,141,1,1
58098,3,1,2
58099,1,1,2
58113,21,1,2
86446,11,1,1
86445,1,1,1
58140,103,1,2
86430,101,1,1
86369,111,1,1
58199,31,1,2
58231,171,1,2
58261,113,1,2
58265,21,1,2
108768,13,1,0
58300,76,1,2
86351,119,1,1
58309,71,1,2
58315,121,1,2
8011,101,1,6
108755,13,1,0
58339,101,1,2
86350,103,1,1
58342,199,1,2
58355,1,1,2
86343,101,1,1
58369,15,1,2
58380,41,1,2
58384,519,1,2
58388,1,1,2
58398,101,1,2
58414,11,1,2
86329,101,1,1
58438,125,1,2
58444,21,1,2
58446,101,1,2
86319,111,1,1
58451,246,1,2
58456,1,1,2
58487,113,1,2
86289,143,1,1
58511,1,1,2
58526,31,1,2
58536,3,1,2
58538,1,1,2
58555,1,1,2
58560,103,1,2
58563,1,1,2
58585,103,1,2
8021,183,1,6
58599,1,1,2
58605,103,1,2
58608,1,1,2
58628,165,1,2
58630,101,1,2
58635,131,1,2
86215,101,1,1
58660,11,1,2
86192,153,1,1
86163,47,1,1
8030,241,1,6
58704,1,1,2
8037,143,1,6
58747,51,1,2
86143,103,1,1
58771,103,1,2
86132,13,1,1
86123,111,1,1
58802,121,1,2
58821,101,1,2
86117,101,1,1
58824,141,1,2
58837,154,1,2
58842,61,1,2
58843,21,1,2
58849,65,1,2
58850,1,1,2
58863,101,1,2
58875,1,1,2
86092,16,1,1
58923,83,1,2
58927,1,1,2
58928,101,1,2
108746,11,1,0
58970,19,1,2
86025,101,1,1
8045,101,1,6
58990,101,1,2
86024,101,1,1
86020,23,1,1
86018,101,1,1
59027,27,1,2
86004,11,1,1
59035,13,1,2
8051,103,1,6
59059,111,1,2
59066,9,1,2
59074,111,1,2
59083,21,1,2
59095,21,1,2
85980,1,1,1
59122,3,1,2
8059,121,1,6
59139,139,1,2
59142,346,1,2
59160,393,1,2
85948,21,1,1
59172,1,1,2
85944,101,1,1
59178,338,1,2
59190,111,1,2
59192,11,1,2
59193,352,1,2
59210,11,1,2
59231,121,1,2
108743,1,1,0
59249,11,1,2
59254,101,1,2
85906,11,1,1
59265,1,1,2
8074,141,1,6
59296,111,1,2
59298,153,1,2
85890,101,1,1
59315,113,1,2
59341,101,1,2
59345,141,1,2
59351,11,1,2
85872,11,1,1
31,1,1,6
59377,113,1,2
59379,33,1,2
59384,11,1,2
85863,1,1,1
59389,1,1,2
59402,31,1,2
59405,131,1,2
59410,13,1,2
59426,1,1,2
8085,171,1,6
108742,11,1,0
59445,63,1,2
85808,111,1,1
59456,111,1,2
8092,29,1,6
8098,101,1,6
59504,9,1,2
59508,21,1,2
85807,13,1,1
59518,254,1,2
59538,51,1,2
85797,11,1,1
85744,151,1,1
59568,111,1,2
59581,9,1,2
59583,41,1,2
59586,181,1,2
85735,121,1,1
59627,59,1,2
59630,21,1,2
59642,1,1,2
59655,121,1,2
59692,1,1,2
85727,21,1,1
59696,101,1,2
59706,41,1,2
59785,133,1,2
85714,11,1,1
59829,1,1,2
59838,53,1,2
85705,26,1,1
85702,121,1,1
59877,13,1,2
59887,11,1,2
59890,101,1,2
236,211,1,6
59893,31,1,2
85670,101,1,1
59897,1,1,2
59899,29,1,2
85646,101,1,1
59910,101,1,2
59918,27,1,2
59919,73,1,2
85632,1,1,1
59951,31,1,2
59957,111,1,2
85630,11,1,1
59991,1,1,2
85604,131,1,1
85603,1,1,1
60011,113,1,2
60016,101,1,2
60017,3,1,2
8158,151,1,6
60021,101,1,2
8189,161,1,6
60031,101,1,2
60041,1,1,2
108712,11,1,0
60092,43,1,2
60094,21,1,2
85595,1,1,1
108696,101,1,0
60112,101,1,2
60113,111,1,2
60121,1,1,2
60139,123,1,2
85588,1,1,1
60167,111,1,2
60172,11,1,2
60177,11,1,2
60239,1,1,2
85577,101,1,1
8232,123,1,6
60265,21,1,2
60269,103,1,2
60332,21,1,2
60348,111,1,2
60351,11,1,2
85549,21,1,1
85543,3,1,1
60381,185,1,2
60391,1,1,2
60392,3,1,2
8234,113,1,6
60395,101,1,2
60412,101,1,2
8235,111,1,6
8236,73,1,6
60453,1,1,2
60456,111,1,2
60470,101,1,2
60499,1,1,2
85478,13,1,1
85477,11,1,1
112500,53,1,0
60522,111,1,2
60528,101,1,2
60529,1,1,2
60542,101,1,2
108686,33,1,0
85457,3,1,1
60552,1,1,2
60568,111,1,2
60574,123,1,2
60589,1,1,2
60598,1,1,2
60607,101,1,2
60622,101,1,2
60624,1,1,2
60634,11,1,2
85438,1,1,1
60640,126,1,2
60645,1,1,2
60648,65,1,2
60665,115,1,2
60677,3,1,2
60679,101,1,2
8273,21,1,6
85411,41,1,1
108684,1,1,0
85375,11,1,1
85366,101,1,1
60782,41,1,2
60785,41,1,2
60789,1,1,2
85354,11,1,1
60825,11,1,2
60841,1,1,2
60847,111,1,2
8281,11,1,6
60851,13,1,2
60860,101,1,2
60880,113,1,2
85350,23,1,1
85334,1,1,1
60905,1,1,2
60919,11,1,2
60934,1,1,2
60946,121,1,2
85308,1,1,1
8284,326,1,6
60967,101,1,2
60968,101,1,2
85298,21,1,1
60974,193,1,2
245,131,1,6
61010,21,1,2
61023,130,1,2
85288,1,1,1
61042,1,1,2
61055,101,1,2
61065,101,1,2
85278,21,1,1
61080,135,1,2
8310,133,1,6
61091,66,1,2
61102,111,1,2
61145,101,1,2
61159,111,1,2
61177,101,1,2
61185,1,1,2
61197,3,1,2
61210,23,1,2
61243,1,1,2
61266,131,1,2
61292,1,1,2
61315,101,1,2
61332,11,1,2
61348,11,1,2
61352,121,1,2
61368,131,1,2
85244,33,1,1
61386,31,1,2
61390,1,1,2
61396,123,1,2
61400,173,1,2
85238,121,1,1
85201,11,1,1
85197,1,1,1
85189,11,1,1
61422,1,1,2
61435,13,1,2
61440,13,1,2
61446,1,1,2
61449,11,1,2
85131,131,1,1
61471,1,1,2
85117,101,1,1
8313,11,1,6
85114,101,1,1
61513,1,1,2
85107,101,1,1
85104,41,1,1
61525,101,1,2
61528,101,1,2
61529,101,1,2
85102,121,1,1
61549,26,1,2
8319,111,1,6
61563,525,1,2
85075,1,1,1
61606,101,1,2
85027,21,1,1
85012,101,1,1
84988,21,1,1
61655,1,1,2
61661,215,1,2
84978,103,1,1
61671,101,1,2
61706,11,1,2
61717,111,1,2
8320,601,1,6
61728,151,1,2
61744,145,1,2
61762,1,1,2
84959,61,1,1
61781,13,1,2
61790,159,1,2
61791,1,1,2
61800,11,1,2
61826,101,1,2
61828,101,1,2
61832,101,1,2
61841,103,1,2
61844,11,1,2
61850,111,1,2
84873,101,1,1
61900,11,1,2
61903,71,1,2
61904,13,1,2
84845,111,1,1
84833,1,1,1
84790,1,1,1
61973,101,1,2
61986,1,1,2
61997,11,1,2
84761,61,1,1
62006,1,1,2
62014,101,1,2
62029,121,1,2
62048,181,1,2
62053,71,1,2
108631,101,1,0
8354,1,1,6
112085,3,1,0
62078,3,1,2
62081,41,1,2
8368,13,1,6
62095,11,1,2
84743,1,1,1
62102,101,1,2
62104,111,1,2
62106,83,1,2
62151,113,1,2
62166,101,1,2
62180,101,1,2
62235,11,1,2
62238,3,1,2
62239,101,1,2
84717,33,1,1
62279,101,1,2
84714,11,1,1
62294,13,1,2
62313,101,1,2
62329,1,1,2
62336,1,1,2
8376,41,1,6
84705,146,1,1
62423,79,1,2
84683,101,1,1
62484,11,1,2
62496,113,1,2
62507,61,1,2
62519,13,1,2
84682,101,1,1
84632,1,1,1
62548,131,1,2
62558,101,1,2
84607,13,1,1
62568,23,1,2
62573,11,1,2
62581,1,1,2
62588,21,1,2
62591,13,1,2
62596,146,1,2
62610,111,1,2
84598,1,1,1
84571,23,1,1
62620,101,1,2
62626,1,1,2
84570,1,1,1
62645,1,1,2
62646,113,1,2
62656,103,1,2
84522,3,1,1
62670,71,1,2
62707,101,1,2
8386,13,1,6
62732,101,1,2
84516,1,1,1
84513,1,1,1
62771,101,1,2
62792,101,1,2
62798,101,1,2
62800,101,1,2
62802,101,1,2
62835,131,1,2
84505,3,1,1
84503,66,1,1
8392,41,1,6
62886,21,1,2
8410,113,1,6
84497,101,1,1
62926,11,1,2
62945,101,1,2
62950,11,1,2
62959,55,1,2
62973,111,1,2
62987,11,1,2
8412,121,1,6
62998,121,1,2
63006,3,1,2
63009,23,1,2
63011,191,1,2
63026,1,1,2
63044,1,1,2
8417,135,1,6
63054,23,1,2
63076,1,1,2
63084,1,1,2
63089,1,1,2
84439,31,1,1
84416,101,1,1
108625,1,1,0
63108,101,1,2
63112,101,1,2
63129,11,1,2
8437,1,1,6
63188,103,1,2
63189,133,1,2
63204,1,1,2
108609,101,1,0
63236,121,1,2
84373,13,1,1
63254,3,1,2
84348,101,1,1
63304,159,1,2
63323,101,1,2
8466,1,1,6
63361,111,1,2
63366,103,1,2
8477,101,1,6
63398,111,1,2
108606,41,1,0
63424,3,1,2
63430,23,1,2
63443,111,1,2
63449,121,1,2
84241,26,1,1
108568,1,1,0
63468,103,1,2
84235,111,1,1
265,121,1,6
63504,109,1,2
63516,513,1,2
84199,113,1,1
63549,11,1,2
84189,41,1,1
84187,1,1,1
108497,1,1,0
63584,1,1,2
63605,1,1,2
63611,1,1,2
63616,1,1,2
63618,101,1,2
63629,136,1,2
84183,11,1,1
84170,101,1,1
84158,101,1,1
63658,111,1,2
63693,201,1,2
63701,11,1,2
84154,21,1,1
108487,21,1,0
108478,1,1,0
84122,3,1,1
8582,101,1,6
